estim_params,count_total,count_top_q75_global,RSQ2_q75_global,RSQ2_q75_tier
7,87,24,0.8442358612668874,0.845506388353275
8,15,2,0.8442358612668874,0.8128706771349665
9,1,0,0.8442358612668874,0.833843650393634
