FFF,delta_AICc_vs_top15,delta_MNCI_vs_top15,delta_RSQ_vs_top15,delta_GSS_vs_top15,pc1,pc2,dist_to_top15_centroid_pc,explained_var_pct
2264,30.802589452647993,0.09919263783470932,-0.107024649480564,32.667466139212976,-2.634864277006167,1.172340706849884,4.760158573311842,"[61.83636833304249, 20.521241142782817]"
