FFF,delta_AICc_vs_top15,delta_MNCI_vs_top15,delta_RSQ_vs_top15,delta_GSS_vs_top15,pc1,pc2,dist_to_top15_centroid_pc,explained_var_pct
1860,-0.7404108099009932,-0.010046834271557198,-0.015575009950965946,-1.6347173008081626,2.1004216190396656,0.8511567300943899,0.1647966049385181,"[61.83636833304249, 20.521241142782817]"
