model_id,votes,vote_share,rank_sd,rank_iqr,fitness_mean,fitness_sd,fitness_iqr
1750,23.0,0.6571428571428571,12.834892044014731,11.0,0.9310924369747898,0.1258322749413209,0.10784313725490202
1860,4.0,0.11428571428571428,15.523741643748414,13.5,0.8756302521008404,0.15219354552694525,0.13235294117647067
2264,4.0,0.11428571428571428,31.826684010843017,34.5,0.31316526610644263,0.3120263138317943,0.338235294117647
2324,2.0,0.05714285714285714,14.084200576616087,10.0,0.7980392156862747,0.13808039780996167,0.0980392156862745
1966,1.0,0.02857142857142857,26.9548330584718,3.5,0.8599439775910366,0.2642630692007039,0.03431372549019618
2245,1.0,0.02857142857142857,26.26151608134527,7.5,0.8378151260504199,0.2574658439347576,0.07352941176470595
1729,0.0,0.0,15.971613474373523,13.0,0.8949579831932775,0.15658444582719142,0.12745098039215685
2653,0.0,0.0,9.916627239052566,11.5,0.8596638655462187,0.09722183567698595,0.11274509803921573
2247,0.0,0.0,12.55642726042,11.5,0.8585434173669467,0.12310222804333332,0.11274509803921573
1752,0.0,0.0,19.533638299356422,4.0,0.8557422969187674,0.19150625783682765,0.039215686274509776
2490,0.0,0.0,14.928006502921297,22.5,0.8521008403361344,0.14635300493060097,0.22058823529411764
1923,0.0,0.0,24.157918826273235,5.0,0.8389355742296918,0.23684234143405128,0.04901960784313719
1957,0.0,0.0,10.447306757600018,8.5,0.823249299719888,0.10242457605490213,0.08333333333333326
2214,0.0,0.0,10.569656903552902,12.0,0.8098039215686272,0.10362408728973435,0.11764705882352944
1726,0.0,0.0,16.020889724451173,23.5,0.7932773109243697,0.15706754631814876,0.23039215686274517
2062,0.0,0.0,17.914502833310948,6.5,0.7921568627450981,0.17563238071873477,0.06372549019607843
1032,0.0,0.0,19.81998821324345,11.0,0.7829131652661062,0.19431360993375932,0.1078431372549018
1768,0.0,0.0,29.427678047955425,9.5,0.7725490196078432,0.28850664752897476,0.0931372549019609
2480,0.0,0.0,18.032789928489766,9.0,0.7571428571428569,0.1767920581224487,0.08823529411764719
2410,0.0,0.0,11.245316485414842,16.5,0.734173669467787,0.11024820083740043,0.16176470588235292
2160,0.0,0.0,27.899067783588706,32.0,0.7316526610644258,0.2735202723881246,0.3137254901960784
1859,0.0,0.0,9.472206135617524,12.5,0.7114845938375353,0.09286476603546595,0.12254901960784315
1803,0.0,0.0,23.772627434216233,9.0,0.7103641456582636,0.23306497484525723,0.08823529411764708
2248,0.0,0.0,15.264722883363536,10.0,0.7098039215686275,0.1496541459153288,0.0980392156862746
1802,0.0,0.0,29.747311155941528,14.5,0.700560224089636,0.29164030545040714,0.14215686274509798
1984,0.0,0.0,9.488338707517318,11.5,0.6977591036414565,0.09302292850507178,0.11274509803921573
1722,0.0,0.0,31.207438242839995,21.5,0.6854341736694679,0.3059552768905882,0.21078431372549022
320,0.0,0.0,9.855254964746882,11.0,0.665266106442577,0.09662014671320472,0.10784313725490202
1749,0.0,0.0,12.291966359162798,17.0,0.6638655462184871,0.12050947410943919,0.16666666666666674
2017,0.0,0.0,9.23529947010496,7.0,0.6633053221288514,0.09054215166769572,0.06862745098039225
1825,0.0,0.0,10.690842700510508,16.0,0.6568627450980391,0.10481218333833829,0.1568627450980392
1866,0.0,0.0,9.755670619885517,10.5,0.6436974789915965,0.09564382960672076,0.1029411764705882
1791,0.0,0.0,19.537208628880517,14.0,0.6378151260504202,0.19154126106745606,0.13725490196078427
2152,0.0,0.0,15.81282321887083,19.0,0.6341736694677871,0.1550276786163807,0.18627450980392157
1745,0.0,0.0,10.26211110687016,6.5,0.6218487394957983,0.10060893242029571,0.06372549019607843
1990,0.0,0.0,27.902079679123705,26.0,0.6112044817927171,0.2735498007757226,0.2549019607843137
2362,0.0,0.0,9.741878755182299,8.0,0.6086834733893557,0.09550861524688532,0.07843137254901966
2112,0.0,0.0,8.785300939924712,6.0,0.6056022408963584,0.08613040137181088,0.05882352941176461
2674,0.0,0.0,18.345654123254477,15.5,0.6050420168067226,0.17985935414955367,0.1519607843137254
1995,0.0,0.0,19.23285004902818,36.0,0.5935574229691877,0.1885573534218449,0.3529411764705882
2117,0.0,0.0,11.16191001997945,10.5,0.5784313725490196,0.10943049039195539,0.10294117647058831
1785,0.0,0.0,37.86224478067739,78.5,0.5613445378151262,0.3711984782419352,0.7696078431372549
2215,0.0,0.0,20.49582863893623,19.5,0.5613445378151259,0.20093949646015913,0.19117647058823528
1173,0.0,0.0,18.74172086123193,10.0,0.5546218487394957,0.1837423613846268,0.0980392156862745
1988,0.0,0.0,24.665152501031887,29.5,0.5546218487394956,0.24181522059835184,0.2892156862745098
1987,0.0,0.0,17.505437330568288,29.5,0.5473389355742296,0.17162193461341457,0.28921568627450983
2403,0.0,0.0,23.573129554108636,21.5,0.5380952380952381,0.23110911327557485,0.21078431372549028
2063,0.0,0.0,17.07654541648704,21.0,0.5366946778711483,0.1674171119263435,0.20588235294117652
1979,0.0,0.0,15.241473715110471,9.0,0.5308123249299721,0.1494262128932399,0.08823529411764719
1977,0.0,0.0,5.124828343097795,7.5,0.5296918767507003,0.050243415128409755,0.07352941176470584
2109,0.0,0.0,21.901498356324865,16.5,0.5277310924369747,0.21472057212083204,0.16176470588235292
1215,0.0,0.0,24.294862340306725,29.0,0.5173669467787114,0.23818492490496784,0.2843137254901961
1021,0.0,0.0,13.574568411666917,18.5,0.5028011204481792,0.13308400403595017,0.18137254901960775
2271,0.0,0.0,23.07798252254569,20.5,0.5022408963585435,0.22625473061319304,0.2009803921568628
1099,0.0,0.0,11.98963137482557,22.0,0.49327731092436955,0.11754540563554482,0.21568627450980393
2542,0.0,0.0,20.78998627733469,18.5,0.49215686274509807,0.2038233948758303,0.18137254901960786
1993,0.0,0.0,19.861410580623446,33.5,0.48655462184873943,0.19471971157473966,0.32843137254901966
1795,0.0,0.0,17.279851773407213,18.5,0.48263305322128836,0.16941031150399227,0.18137254901960775
2392,0.0,0.0,25.868997700274488,18.0,0.4820728291316526,0.253617624512495,0.17647058823529416
2250,0.0,0.0,6.391038894519458,11.0,0.47563025210084037,0.06265724406391626,0.10784313725490191
2145,0.0,0.0,22.617498988707872,24.0,0.4658263305322129,0.22174018616380267,0.23529411764705876
2114,0.0,0.0,16.832691282095066,11.5,0.4577030812324933,0.16502638511857912,0.11274509803921567
2147,0.0,0.0,23.441039928748392,29.0,0.4568627450980393,0.22981411694851364,0.2843137254901962
2312,0.0,0.0,24.92381669519061,20.0,0.4554621848739496,0.24435114407049618,0.1960784313725491
1756,0.0,0.0,7.134364699387434,12.5,0.4453781512605043,0.06994475195477874,0.12254901960784309
1030,0.0,0.0,10.125514822475353,13.0,0.4221288515406162,0.09926975316152306,0.12745098039215685
2032,0.0,0.0,24.091841082048692,37.0,0.415406162464986,0.23619452041224206,0.3627450980392156
2266,0.0,0.0,14.65181320697547,29.0,0.40168067226890763,0.14364522751936737,0.28431372549019607
1024,0.0,0.0,14.681664091791559,28.0,0.3913165266106442,0.14393788325285842,0.27450980392156865
1025,0.0,0.0,8.459195185907305,8.0,0.39047619047619064,0.0829332861363461,0.0784313725490196
2113,0.0,0.0,23.699271342909977,20.5,0.3739495798319327,0.23234579747950954,0.2009803921568627
2106,0.0,0.0,23.88938092559963,15.5,0.3563025210084034,0.23420961691764344,0.1519607843137255
2318,0.0,0.0,7.624815743744265,14.5,0.35546218487394976,0.07475309552690457,0.14215686274509798
2366,0.0,0.0,29.488923999621655,28.5,0.3543417366946779,0.28910709803550644,0.27941176470588236
1996,0.0,0.0,22.350793793359497,22.0,0.3330532212885154,0.2191254293466617,0.21568627450980382
1148,0.0,0.0,15.175056933704612,20.0,0.3215686274509804,0.14877506797749623,0.19607843137254904
2024,0.0,0.0,21.21221306684612,11.5,0.3179271708683473,0.20796287320437373,0.11274509803921567
2038,0.0,0.0,12.717684372491687,17.5,0.3165266106442577,0.12468318012246755,0.1715686274509804
2110,0.0,0.0,15.566501417677467,29.0,0.3086834733893556,0.1526127589968379,0.28431372549019607
1142,0.0,0.0,26.473389207550547,15.0,0.2997198879551821,0.259543031446574,0.1470588235294118
1143,0.0,0.0,12.530835915432611,8.5,0.29915966386554615,0.12285133250424125,0.08333333333333337
2333,0.0,0.0,12.257530698453477,10.0,0.29803921568627445,0.12017186959268115,0.0980392156862745
1222,0.0,0.0,26.787774710669417,17.0,0.2974789915966387,0.26262524226146483,0.16666666666666663
2326,0.0,0.0,22.42365197881975,33.5,0.2935574229691876,0.21983972528254658,0.3284313725490196
2305,0.0,0.0,31.94051719455185,36.5,0.2896358543417367,0.31314232543678283,0.35784313725490197
