mu_top15,mu_rest,diff_mu,diff_95ci_lo,diff_95ci_hi,cohens_d,n_top15,n_rest
0.8134640522875819,0.4466609371021136,0.3668031151854683,0.2832600596246687,0.4503461707462679,1.9010658040806965,15,88
