FFF,delta_AICc_vs_top15,delta_MNCI_vs_top15,delta_RSQ_vs_top15,delta_GSS_vs_top15,pc1,pc2,dist_to_top15_centroid_pc,explained_var_pct
1750,-10.852488762421984,0.0277415783538663,0.01972233575515603,0.27104891798829556,2.9841272998313912,0.6863601251558717,0.8837056807917256,"[61.83636833304249, 20.521241142782817]"
