fobj_bin,N_all,N_retained,fobj_center,retention,ci_lo,ci_hi,is_knee,mean_nfree,nfree_ci_lo,nfree_ci_hi,retention_pct,ci_lo_pct,ci_hi_pct
0.07208981581146899,1052,211,0.07208981581146899,0.2005703422053232,0.17748173124462852,0.22583785760278957,False,5.5260663507109005,5.372896102254595,5.679236599167206,20.06,17.75,22.58
0.11342522975322478,622,100,0.11342522975322478,0.1607717041800643,0.1340002156281008,0.191707759041528,False,5.44,5.218321320899649,5.661678679100352,16.08,13.4,19.17
0.15476064369498055,321,33,0.15476064369498055,0.102803738317757,0.07414169916593369,0.14086032027985157,False,5.818181818181818,5.482855818338682,6.153507818024955,10.28,7.41,14.09
0.19609605763673638,341,40,0.19609605763673638,0.11730205278592376,0.08733591336537025,0.15579484580057723,False,6.025,5.65042745730154,6.39957254269846,11.73,8.73,15.58
0.23743147157849215,324,41,0.23743147157849215,0.12654320987654322,0.09466570064522462,0.16717294338286703,False,5.926829268292683,5.617756775068493,6.235901761516873,12.65,9.47,16.72
0.2787668855202479,272,32,0.2787668855202479,0.11764705882352941,0.08457870081879136,0.161365348229648,False,5.5625,5.169537974829875,5.955462025170125,11.76,8.46,16.14
0.32010229946200375,258,33,0.32010229946200375,0.12790697674418605,0.09254508944562939,0.17418716394726164,False,5.818181818181818,5.461818181818182,6.174545454545455,12.79,9.25,17.42
0.3614377134037596,208,21,0.3614377134037596,0.10096153846153846,0.0669863699267214,0.14940927663183934,False,6.0,5.551417045947278,6.448582954052722,10.1,6.7,14.94
0.40277312734551535,186,23,0.40277312734551535,0.12365591397849462,0.08382836970746614,0.1787147188463598,False,5.478260869565218,4.987377493306179,5.969144245824256,12.37,8.38,17.87
0.4441085412872711,173,22,0.4441085412872711,0.12716763005780346,0.08549928232801371,0.1850343477680723,False,5.409090909090909,5.029613234141349,5.788568584040469,12.72,8.55,18.5
0.4854439552290269,129,17,0.4854439552290269,0.13178294573643412,0.08393214590804618,0.20093042726180424,False,5.529411764705882,4.994814933789071,6.064008595622694,13.18,8.39,20.09
0.5267793691707827,141,28,0.5267793691707827,0.19858156028368795,0.1411166496666902,0.2720353729566445,False,5.464285714285714,5.0550090262036695,5.873562402367759,19.86,14.11,27.2
0.5681147831125384,93,20,0.5681147831125384,0.21505376344086022,0.14374913397362912,0.30896540192829725,False,5.4,4.80686453131639,5.993135468683611,21.51,14.37,30.9
0.6094501970542943,22,8,0.6094501970542943,0.36363636363636365,0.19732972772607899,0.5704865065628195,True,5.25,4.76,5.74,36.36,19.73,57.05
0.6507856109960501,5,1,0.6507856109960501,0.2,0.03622316096978745,0.6244717358814613,False,6.0,,,20.0,3.62,62.45
