total_models,n_fixed_mean,n_fixed_median,n_fixed_iqr,n_fixed_min,n_fixed_max,n_est_mean,n_est_median,n_est_iqr,n_est_min,n_est_max
4147,5.799,6.0,2.0,0,10,7.201,7.0,2.0,3,13
