param,index,n_fixed_models,n_free_models,mu_fixed,mu_free,delta_abs,delta_pct,ci_low,ci_high,ci_low_abs,ci_high_abs,p_value,q_value
mu0,Akaike,284,346,1.433569116670052,5.108321681134281,-3.674752564464229,-71.93659275678712,-102.81518580124944,-32.25199522263594,-5.921470939117842,-1.35654492726344,0.0019876624849615478,0.004079938784921072
mu0,MeanCC,284,346,0.0754839368625689,0.0842364903068977,-0.008752553444328792,-10.390453605605753,-24.024091730601537,4.71760867770178,-0.02181988635893614,0.0035840966612791835,0.17445033419052047,0.2194697752719451
mu0,Fobj,284,346,0.18162040934276552,0.2427425576679654,-0.06112214832519988,-25.17982380691795,-33.63686982393571,-16.04966355746242,-0.08539434250097531,-0.03695287959212545,8.018139834515291e-07,1.954421584663102e-06
betaG0,Akaike,386,244,2.60751457187668,4.787345516649005,-2.1798309447723248,-45.53318612979787,-77.65839734722952,6.86368577226556,-4.7179712943438075,0.168970149660686,0.08089366578124108,0.11518125534028555
betaG0,MeanCC,386,244,0.07843163081261938,0.08323218943231597,-0.004800558619696596,-5.767670720233051,-19.935958056905694,11.80941832031496,-0.01868564554998649,0.008791979238255442,0.4784107534342227,0.518278316220408
betaG0,Fobj,386,244,0.2392435432334863,0.17713571114072024,0.06210783209276605,35.06228738000002,20.158375015472984,52.676031975832,0.03865935957059036,0.08473822163968543,5.58920960828675e-07,1.5569941051655945e-06
betaF0,Akaike,491,139,3.9330276819326406,1.751772222862084,2.181255459070557,124.51707080426094,-359.93840160073756,1458.552465823371,-0.1028446802732084,4.29550430227575,0.07491204038406216,0.11236806057609325
betaF0,MeanCC,491,139,0.07649599670447821,0.09369589448386606,-0.01719989777938785,-18.357152011980187,-32.819617823528525,0.10311597535993444,-0.03602639955920076,7.537319492884918e-05,0.05669133483194651,0.09212341910191307
betaF0,Fobj,491,139,0.22214243035473516,0.190627251095586,0.03151517925914915,16.5323578229361,1.2384576822808444,33.71033066448698,0.002657376206734244,0.05710344346152677,0.02634617116149472,0.04467394240427365
Kn0,Akaike,346,284,5.108321681134281,1.433569116670052,3.674752564464229,256.33591863363256,-815.5376918645594,2521.6514138020716,1.570248678577096,5.953282121928247,0.0019876624849615478,0.004079938784921072
Kn0,MeanCC,346,284,0.0842364903068977,0.0754839368625689,0.008752553444328792,11.595252987750593,-4.6324829815694075,30.93650981341281,-0.003988396613342854,0.020936453279775585,0.17445033419052047,0.2194697752719451
Kn0,Fobj,346,284,0.2427425576679654,0.18162040934276552,0.06112214832519988,33.65378844061864,18.379021772326055,50.945779554960275,0.036334867684060995,0.08554247260502568,8.018139834515291e-07,1.954421584663102e-06
Kg0,Akaike,381,249,2.569380886475473,4.8019229440144615,-2.2325420575389887,-46.49266728283979,-80.50654987648585,5.667819982393003,-4.87575752722552,0.2045361877182698,0.06890060822847928,0.10748494883642767
